Wood Supply Region	Species	Pruning	Thinnning	Planting coverage	Owner size	Age (years)	TRV (m3/ha)	Thinnings (m3/ha)	Pruned logs (m3/ha)	Unpruned logs (m3/ha)	Pulplogs (m3/ha)	Unpruned thinnings (m3/ha)	Pulplog thinnings (m3/ha)
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	34	729	0	0	609	120		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	35	743	0	0	622	121		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	36	756	0	0	634	122		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	37	767	0	0	645	122		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	38	777	0	0	654	123		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	39	787	0	0	663	124		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	40	796	0	0	672	124		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	11	63	0	0		63		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	12	86	0	0	76	10		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	13	111	0	0	97	14		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	14	137	0	0	119	18		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	15	166	0	0	143	23		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	16	196	0	0	168	28		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	17	227	0	0	193	34		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	18	258	0	0	218	40		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	19	290	0	0	244	46		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	20	322	0	0	270	52		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	21	354	0	0	295	59		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	22	386	0	0	321	65		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	23	425	0	0	344	81		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	24	452	0	0	369	83		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	25	477	0	0	388	89		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	26	504	0	0	413	91		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	27	530	0	0	438	92		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	28	558	0	0	460	98		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	29	585	0	0	486	99		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	30	612	0	0	509	103		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	31	637	0	0	530	107		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	32	665	0	0	556	109		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	33	694	0	0	583	111		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	34	721	0	0	607	114		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	35	753	0	0	637	116		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	36	780	0	0	659	121		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	37	808	0	0	682	126		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	38	836	0	0	705	131		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	39	863	0	0	727	136		
Southern N Island (East)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	40	891	0	0	750	141		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	11	6	0	0	3	3		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	12	12	0	0	6	6		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	13	19	0	0	10	9		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	14	27	0	0	15	12		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	15	39	0	0	22	17		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	16	53	0	0	30	23		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	17	69	0	0	40	29		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	18	87	0	0	52	35		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	19	109	0	0	66	43		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	20	132	0	0	81	51		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	21	157	0	0	98	59		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	22	183	0	0	116	67		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	23	212	0	0	136	76		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	24	242	0	0	157	85		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	25	273	0	0	179	94		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	26	306	0	0	202	104		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	27	340	0	0	227	113		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	28	374	0	0	252	122		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	29	409	0	0	278	131		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	30	452	0	0	306	146		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	31	486	0	0	332	154		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	32	520	0	0	358	162		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	33	546	0	0	385	161		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	34	579	0	0	411	168		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	35	616	0	0	440	176		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	36	651	0	0	468	183		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	37	688	0	0	498	190		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	38	724	0	0	526	198		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	39	760	0	0	554	206		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	40	796	0	0	583	213		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	41	833	0	0	612	221		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	42	870	0	0	641	229		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	43	907	0	0	670	237		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	44	945	0	0	700	245		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	45	982	0	0	729	253		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	46	1019	0	0	759	260		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	47	1056	0	0	788	268		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	48	1094	0	0	818	276		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	49	1132	0	0	848	284		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	50	1168	0	0	877	291		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	51	1206	0	0	907	299		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	52	1244	0	0	937	307		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	53	1281	0	0	966	315		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	54	1318	0	0	996	322		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	55	1355	0	0	1025	330		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	56	1392	0	0	1055	337		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	57	1428	0	0	1084	344		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	58	1466	0	0	1114	352		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	59	1501	0	0	1143	358		
Nelson	Douglas fir	NA	All	planted post-1978	All sizes	60	1538	0	0	1173	365		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	11	4	0	0	2	2		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	12	8	0	0	4	4		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	13	13	0	0	7	6		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	14	18	0	0	10	8		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	15	27	0	0	15	12		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	16	35	0	0	20	15		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	17	46	0	0	27	19		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	18	59	0	0	35	24		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	19	73	0	0	44	29		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	20	88	0	0	54	34		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	21	105	0	0	66	39		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	22	123	0	0	78	45		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	23	142	0	0	91	51		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	24	162	0	0	105	57		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	25	183	0	0	120	63		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	26	206	0	0	136	70		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	27	228	0	0	152	76		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	28	251	0	0	169	82		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	29	274	0	0	186	88		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	30	303	0	0	205	98		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	31	326	0	0	223	103		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	32	349	0	0	240	109		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	33	366	0	0	258	108		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	34	389	0	0	276	113		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	35	413	0	0	295	118		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	36	437	0	0	314	123		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	37	462	0	0	334	128		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	38	486	0	0	353	133		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	39	510	0	0	372	138		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	40	534	0	0	391	143		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	41	559	0	0	410	149		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	42	584	0	0	430	154		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	43	609	0	0	450	159		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	44	634	0	0	470	164		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	45	659	0	0	489	170		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	46	684	0	0	509	175		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	47	709	0	0	529	180		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	48	734	0	0	549	185		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	49	759	0	0	569	190		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	50	784	0	0	589	195		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	51	810	0	0	609	201		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	52	835	0	0	629	206		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	53	859	0	0	648	211		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	54	884	0	0	668	216		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	55	909	0	0	688	221		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	56	934	0	0	708	226		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	57	959	0	0	728	231		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	58	983	0	0	747	236		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	59	1008	0	0	767	241		
Nelson	Douglas fir	NA	All	planted pre-1979	All sizes	60	1033	0	0	788	245		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	11	50	0	2	18	30		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	12	71	0	4	27	40		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	13	94	0	6	38	50		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	14	120	0	9	51	60		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	15	148	0	13	66	69		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	16	180	0	18	83	79		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	17	211	0	23	101	87		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	18	244	0	29	120	95		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	19	277	0	35	140	102		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	20	312	0	42	162	108		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	21	347	0	49	184	114		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	22	373	0	50	214	109		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	23	404	0	61	235	108		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	24	437	0	75	251	111		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	25	470	0	87	272	111		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	26	503	0	100	293	110		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	27	539	0	113	314	112		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	28	573	0	126	333	114		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	29	606	0	135	359	112		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	30	642	0	146	381	115		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	31	677	0	153	408	116		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	32	710	0	161	430	119		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	33	744	0	168	457	119		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	34	778	0	174	482	122		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	35	812	0	180	509	123		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	36	845	0	185	536	124		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	37	878	0	192	560	126		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	38	911	0	198	587	126		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	39	944	0	204	611	129		
Nelson	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	40	977	0	210	635	132		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	11	40	0	1	13	26		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	12	57	0	3	19	35		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	13	77	0	4	28	45		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	14	101	0	7	39	55		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	15	125	0	10	51	64		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	16	152	0	14	64	74		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	17	180	0	18	79	83		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	18	210	0	23	96	91		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	19	240	0	29	113	98		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	20	273	0	36	132	105		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	21	305	0	43	151	111		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	22	327	0	45	174	108		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	23	355	0	56	192	107		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	24	384	0	68	211	105		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	25	415	0	79	230	106		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	26	448	0	91	250	107		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	27	481	0	104	269	108		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	28	514	0	116	289	109		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	29	546	0	126	309	111		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	30	579	0	136	333	110		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	31	613	0	146	354	113		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	32	646	0	155	377	114		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	33	678	0	163	400	115		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	34	711	0	171	423	117		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	35	742	0	178	446	118		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	36	775	0	185	469	121		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	37	807	0	192	492	123		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	38	838	0	199	515	124		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	39	870	0	206	538	126		
Nelson	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	40	901	0	212	561	128		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	11	77	0	0	42	35		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	12	103	0	0	59	44		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	13	132	0	0	78	54		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	14	163	0	0	100	63		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	15	196	0	0	124	72		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	16	230	0	0	149	81		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	17	265	0	0	176	89		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	18	300	0	0	203	97		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	19	336	0	0	232	104		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	20	372	0	0	257	115		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	21	407	0	0	287	120		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	22	443	0	0	318	125		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	23	477	0	0	348	129		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	24	513	0	0	378	135		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	25	546	0	0	407	139		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	26	578	0	0	437	141		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	27	611	0	0	467	144		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	28	644	0	0	497	147		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	29	676	0	0	525	151		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	30	706	0	0	552	154		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	31	735	0	0	579	156		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	32	765	0	0	606	159		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	33	794	0	0	632	162		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	34	821	0	0	658	163		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	35	847	0	0	682	165		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	36	874	0	0	707	167		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	37	900	0	0	730	170		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	38	923	0	0	752	171		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	39	948	0	0	775	173		
Nelson	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	40	971	0	0	797	174		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	11	46	0	0	35	11		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	12	65	0	0	51	14		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	13	87	0	0	69	18		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	14	110	0	0	89	21		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	15	137	0	0	112	25		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	16	165	0	0	137	28		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	17	194	0	0	163	31		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	18	225	0	0	191	34		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	19	256	0	0	220	36		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	20	288	0	0	250	38		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	21	321	0	0	281	40		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	22	362	0	0	323	39		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	23	392	0	0	353	39		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	24	421	0	0	382	39		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	25	455	0	0	417	38		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	26	486	0	0	448	38		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	27	518	0	0	480	38		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	28	549	0	0	511	38		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	29	580	0	0	542	38		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	30	609	0	0	571	38		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	31	640	0	0	601	39		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	32	668	0	0	629	39		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	33	696	0	0	657	39		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	34	724	0	0	684	40		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	35	751	0	0	711	40		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	36	776	0	0	736	40		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	37	801	0	0	761	40		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	38	826	0	0	786	40		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	39	849	0	0	809	40		
Nelson	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	40	872	0	0	832	40		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	11	4	0	0	2	2		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	12	8	0	0	4	4		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	13	13	0	0	7	6		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	14	18	0	0	10	8		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	15	26	0	0	15	11		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	16	35	0	0	20	15		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	17	46	0	0	27	19		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	18	59	0	0	35	24		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	19	72	0	0	44	28		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	20	89	0	0	55	34		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	21	105	0	0	66	39		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	22	123	0	0	78	45		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	23	142	0	0	91	51		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	24	162	0	0	105	57		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	25	183	0	0	120	63		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	26	205	0	0	136	69		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	27	227	0	0	152	75		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	28	250	0	0	169	81		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	29	273	0	0	186	87		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	30	302	0	0	208	94		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	31	324	0	0	225	99		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	32	346	0	0	242	104		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	33	369	0	0	260	109		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	34	392	0	0	278	114		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	35	415	0	0	296	119		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	36	438	0	0	314	124		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	37	462	0	0	333	129		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	38	486	0	0	352	134		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	39	510	0	0	371	139		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	40	534	0	0	390	144		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	41	558	0	0	409	149		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	42	583	0	0	429	154		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	43	607	0	0	448	159		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	44	632	0	0	468	164		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	45	656	0	0	487	169		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	46	681	0	0	507	174		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	47	706	0	0	527	179		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	48	731	0	0	547	184		
